Municípios,Gentílico,PIB per capita,População,geometry,area_km2
Abadia dos Dourados,mineiro,25174.26,6272,"POLYGON ((241429.8021778308 7990562.876055843, 242359.69707920222 7989615.553442794, 242974.82099285713 7989820.714703864, 243367.97197219884 7988964.821068691, 243052.78478391672 7988145.831470904, 243613.70289784938 7987944.029791946, 243697.7771551983 7986724.281885811, 245420.90879965166 7986000.959454272, 244585.86469370528 7984947.869214756, 244892.07906103804 7983811.502712546, 249238.39064669693 7983415.847436291, 251721.69871583878 7981822.301033384, 251898.28346760894 7980923.379299935, 251129.21468133808 7980419.599080016, 250674.8166918988 7979089.331396638, 248720.49994587444 7978287.319943994, 248617.67441865147 7977533.018898173, 249283.5308335966 7976785.897641568, 250590.6089195286 7976318.18057524, 251430.28442273772 7974595.504814646, 252226.46400021866 7974344.260961078, 253441.16001196933 7972903.333258752, 254217.9691417473 7972804.476604568, 251691.0516668191 7969619.396816516, 252335.34841796203 7967480.382662664, 252620.9464639628 7966780.209505572, 252301.681494632 7966283.833098593, 253775.21632572365 7965321.075138673, 255615.95325454092 7962169.769054307, 257344.8100946293 7962446.065997897, 257709.11005326407 7961725.8059489615, 256729.25333707678 7961258.183670752, 255249.85926657598 7961241.641548619, 255021.69584531646 7959962.162489202, 255721.35996374805 7958525.5518439105, 255388.3556206087 7956749.918175063, 254656.66131257216 7955726.349312952, 254656.26761690996 7954874.613734087, 254649.96182287388 7954708.257847187, 254639.6614388103 7953136.009040768, 253688.26695998455 7952557.272182712, 254029.2695186958 7951303.677038985, 253935.27496718342 7948863.942358808, 255095.40479213063 7949038.03804708, 256459.57438293914 7948536.423239365, 256486.7615663626 7947335.492334554, 257650.69693458025 7947349.450284135, 256886.12415807217 7945353.574384158, 255592.286164738 7944950.532730941, 256097.8897159712 7944266.678685121, 256034.68247322127 7943377.9728857, 254749.8427949534 7943714.65628979, 254629.45443269107 7943302.095230072, 253921.7635457345 7943066.194808888, 253900.41443010606 7943610.465813336, 253136.79563936984 7943743.90194923, 253865.92156384425 7944276.926147065, 253144.5276316893 7944500.981153156, 252960.8541998587 7946183.908420023, 252194.21834320077 7946050.339392224, 251993.9281797906 7946770.0907677105, 250757.55149701136 7947414.562286793, 250505.6819084513 7948124.706191852, 249484.20084081838 7948858.385319872, 248957.19011683512 7948987.374554643, 248811.2269013467 7948282.686567068, 248020.19445901143 7947299.055312671, 247382.6771566106 7947104.916446448, 247153.12347990315 7946332.008366369, 245163.64597759713 7946813.175029958, 244951.46732461147 7947726.2192882, 244964.7087666566 7949122.252497515, 241413.70815635336 7951301.955551379, 241734.92753522395 7954072.910735858, 241523.9430049885 7955572.517042386, 240895.99738710083 7956214.112531159, 240855.70722724538 7956334.893929503, 240887.5354593982 7956760.574438866, 239834.00635493553 7957219.381630342, 239801.78518044297 7956095.513758536, 239409.5644861273 7955675.7422922235, 238981.88219680393 7956368.829381755, 239173.01771619514 7956992.329923438, 237993.73443014186 7957339.46843592, 238107.73061484462 7957827.0069076, 237627.40918071673 7958220.662804021, 237529.92554042308 7958905.6594461575, 236735.27012116677 7959219.231798476, 237073.0270389825 7959840.149297923, 237652.86049269245 7959975.613418154, 237230.03219393466 7960584.757209539, 236666.82527097035 7960614.043288062, 237105.91634056024 7961545.691133233, 235946.9274036198 7961584.552977985, 235891.72902420495 7962968.390461974, 235570.21265967604 7963458.804239026, 235055.29974239424 7963314.74027578, 234785.97361991304 7963841.407007686, 233482.79274494998 7964025.885196145, 233222.28916802513 7963360.868390798, 232649.80319012277 7963568.311009621, 232580.31304398598 7964058.871025296, 232051.23217682034 7964082.523370282, 231407.22698337585 7963140.566768434, 230710.6972316667 7963181.427763654, 230276.69251977862 7963729.988217754, 229986.90332787286 7963051.519563429, 229183.6738100181 7963352.151095068, 227390.87286664912 7962685.692684939, 227001.24512689846 7963362.78999692, 224768.80256980326 7964869.351708407, 224377.68039773585 7964874.035879144, 223817.88408904674 7965839.250763599, 222882.23000469554 7965295.155378008, 222724.7563933116 7966020.468317412, 222000.37733765383 7965780.478641307, 222248.56279099104 7966676.5576432105, 221559.44899200974 7966591.634453341, 221103.94097988668 7967634.105375732, 220280.80477163044 7967488.188276895, 220864.48907049856 7968338.673860626, 220540.49303477647 7968772.888505153, 219673.82433971768 7967974.194656149, 218899.4069383471 7968533.6499819225, 218363.14277908165 7968420.623876372, 217996.58765936672 7967375.469275314, 216894.15225829516 7968352.748322254, 217810.9372288548 7968243.245243802, 219151.83396560885 7971549.219872248, 219613.3914482299 7971728.4613878075, 220280.77942836564 7971288.01867875, 220168.7169940932 7970135.834847714, 221728.60024860676 7970953.778778899, 222481.7712330424 7970878.31319537, 222666.24818413617 7972172.564113851, 224029.78722616006 7972994.667834226, 222311.99702050642 7974326.890654732, 221717.33793055872 7975594.08298214, 221076.0975608878 7976021.413957796, 221997.05974697752 7977189.565374554, 223139.88435026602 7977819.57709088, 222404.31988908065 7979169.22603789, 223577.48556722945 7980132.676766706, 223525.06843933504 7978867.50182868, 224367.5299295846 7978703.545182485, 224882.351544882 7979552.790956115, 224735.06181190442 7980168.132906588, 224325.73630460125 7980580.272926796, 226070.2078185465 7981838.08986201, 227020.1758625281 7981928.965511025, 227050.47329668718 7982305.76175533, 226285.51581671368 7982812.236367718, 226982.66248368233 7983177.0713417325, 227568.00068395032 7982944.874315521, 228144.5450663275 7983581.78057393, 228477.31544878223 7985409.420883245, 229096.11172782502 7984890.100345239, 229524.20485107816 7984962.041413715, 230979.66574834049 7986400.394990214, 231778.83515118057 7986450.921831781, 231961.1872931408 7986039.0580424145, 231401.57205802802 7983958.356412182, 231517.4088543548 7982805.545415726, 232098.3666205142 7982487.215836786, 232752.39640236297 7982990.420713631, 232405.68551339547 7983915.384784885, 233731.2124049723 7984736.647359252, 233693.53568314825 7986034.33886908, 235055.9036503047 7986785.308841467, 235918.89512587455 7986039.588362587, 236679.33233047737 7986788.781356213, 237206.63442015275 7986674.247179116, 236859.3527065274 7987417.174691377, 237327.74250928138 7988078.469546586, 237348.6079473534 7988094.1270517735, 237705.5039530837 7988486.973688608, 238611.88137481667 7988185.908065436, 238912.9511531452 7988601.806266099, 239402.12471746793 7988494.455814911, 240721.44448935695 7990526.324332012, 241429.8021778308 7990562.876055843))",895.115177501591
Abaeté,mineiro,23266.1,22675,"POLYGON ((480831.2094766873 7911603.047750248, 481764.6229066585 7911382.775748394, 484247.8047507671 7911848.290118524, 485529.3021057642 7911626.545251492, 486626.8595067342 7911105.6208946565, 487625.3788009095 7910056.92174791, 487938.87324124185 7908843.228908641, 486606.86746342236 7905974.490287203, 488410.00670676015 7903295.7273361385, 487612.8221982826 7901834.607279953, 488503.29749933205 7898901.697236069, 487943.4249970175 7897105.943573553, 487828.2486737578 7894507.560244484, 487733.0674712136 7892357.837846722, 490267.3398707486 7892321.914043568, 490954.78539260663 7891183.817382984, 490887.2264851897 7890207.073059745, 491466.71652968816 7889492.553125197, 488861.67082197685 7886993.673445387, 488990.4369898849 7885606.825714116, 490034.54410917807 7883987.621333013, 489915.83799089247 7882439.7539409, 488901.36936449015 7881095.7603191435, 487508.01620960044 7880201.616553091, 487389.8517678879 7877947.71055815, 486183.9246388483 7876946.0626426, 485901.6419794616 7876098.884018846, 485361.109830132 7875962.976471545, 484590.61260915437 7876688.954544031, 483240.43429355195 7877148.706820864, 482892.216206535 7874629.534089185, 480951.8780760764 7874065.337906809, 480794.68367724755 7873684.194100663, 481901.5613489348 7872647.1316641765, 481531.30460374226 7872382.528428465, 479100.9022593864 7873591.838261823, 478909.58937593823 7874512.170954762, 477586.8447544952 7874677.362342099, 475955.01449214877 7872383.199724091, 476198.6027787636 7871336.623890681, 475294.98620722984 7869482.108908366, 473278.2849758088 7868479.861734394, 471832.0537603202 7869586.478786301, 471034.3745613638 7868019.709782927, 468962.38926608674 7867916.478243874, 467571.35436509276 7865747.686130081, 467435.587668202 7864745.99594043, 466211.2521577646 7864119.91029074, 465305.448012387 7864437.974420333, 465022.36984557274 7864575.783333253, 464772.46072642895 7864028.277966783, 463550.3018954299 7863823.3475366095, 462623.9433309889 7864381.044068507, 462288.28365806106 7864194.321516298, 462346.14224330644 7864850.277759754, 461872.9364264757 7864998.52375767, 460778.05444642884 7866606.557046102, 458823.15222082933 7866430.765854107, 458249.4716658009 7867333.134730878, 458291.8110345909 7867959.508865133, 457597.86364620534 7868577.958389314, 457517.1860946746 7869488.367897763, 456779.00816665107 7869535.659730161, 455596.735169342 7870422.205134313, 454150.3650999395 7870101.437245982, 452517.2836587917 7870724.85994546, 451228.3170955617 7870775.105305877, 446851.7250090167 7870303.962043485, 445784.4170016142 7870763.763790741, 445611.599377838 7871144.636617547, 446199.38310164533 7872851.067542536, 447321.43871523667 7874100.354516989, 447191.4094066981 7874826.863840604, 445726.6438283189 7875621.742926694, 444841.4320213897 7876801.828335568, 443835.4251079956 7877148.769603109, 439540.0585886354 7874501.959337129, 437526.94182491745 7874794.954185322, 436059.21764897334 7873860.387193372, 434376.93694590713 7873853.076380905, 433544.30201617617 7874745.229461368, 431422.6498638212 7874542.385955641, 430889.5079761823 7875036.789597334, 431574.38148456154 7876822.1863454655, 431665.4692384371 7877436.252267186, 431296.7506842565 7877760.730374414, 432307.5331656679 7877724.466705406, 432488.8305984266 7878411.553634556, 433745.849730821 7878879.9595958805, 433720.85225374205 7881138.165739528, 434129.2941480698 7881922.289388059, 438072.25920171035 7881923.915783787, 438819.6493444545 7882675.011310276, 438822.02567901515 7884001.368844244, 438167.1101188399 7884006.779765863, 437914.68910840625 7884512.177640673, 436482.31630681915 7883938.3697758075, 434333.79919659824 7884388.690570485, 433084.07822048373 7884129.935134354, 433015.8178191105 7884402.081824327, 433258.8365727511 7885076.505555248, 431961.9099347468 7885634.042369554, 430935.8058436173 7887250.009728881, 430453.74691032124 7888255.5281247515, 430710.3317603074 7889299.8022267185, 431954.3995082625 7890938.693565264, 432513.5254820965 7893181.143151177, 433611.89688429394 7894041.976569785, 431597.1420962383 7895130.508297051, 431043.9583533432 7896053.444764713, 430969.4158190127 7897247.198593452, 430696.98208574567 7900561.160456341, 431159.8077229672 7900898.135872431, 431849.89515009057 7903485.070221726, 432674.93294668006 7904273.205814589, 433329.21550270636 7904258.433337782, 433927.32196318626 7905013.927205069, 434721.2440698373 7905201.712483878, 434963.2350856738 7904680.087736331, 435825.69991319376 7904649.968156766, 436094.00672988105 7904025.39875002, 437163.7783723903 7903510.012168697, 439642.9203081779 7903699.047329366, 441763.70306262595 7901485.882662479, 441737.24364359555 7900696.698164946, 442240.27695765137 7900625.54685194, 441990.9410335517 7900162.686768846, 442795.0674684336 7900175.002081499, 444078.20112776087 7899159.739043295, 445571.2022863874 7899540.830027845, 446154.37375220296 7899087.509644494, 447555.7140750947 7898970.458529994, 448150.8805946522 7899442.574614029, 450237.69315747713 7899501.694496436, 450696.9035517617 7899251.346999474, 450565.41439159424 7898308.335855851, 451365.6863000033 7897525.180849103, 453433.2144100592 7898265.207219303, 454072.37357003 7897922.146369102, 454892.80114500073 7897101.535184288, 456260.08176610863 7897470.27406106, 457570.468232897 7898156.358574202, 457657.2842481675 7898887.974199258, 458357.85561138735 7899375.230096528, 459006.95006287814 7899336.491565578, 459522.2746496092 7898805.162917098, 460296.58267104736 7899123.930601991, 460669.6055563561 7899590.688115869, 460725.9719443377 7900793.617905569, 461453.18509380135 7901275.020479393, 463403.8241756734 7901071.910603661, 464251.1879165967 7901029.418970289, 466306.2172678861 7902769.390293835, 466507.04479191406 7903595.668125181, 467299.10582250747 7903729.244288323, 467777.941617428 7904243.233105683, 471153.8162297793 7905456.464815992, 471858.93750962056 7907175.617784199, 472563.1903968271 7907873.335978467, 473413.30969403684 7908494.493239881, 474591.7766672634 7908595.842742562, 475987.8624886616 7908072.5954284575, 477501.4357520209 7906826.663733697, 478732.69331729744 7907129.779245058, 479219.05777909583 7908353.666595662, 478649.0843872251 7910987.351438623, 479054.81432749575 7911698.870988761, 480290.9489574054 7912393.755422987, 480831.2094766873 7911603.047750248))",1814.5040458044357
Abre Campo,mineiro,19553.86,13927,"POLYGON ((775002.320859076 7771717.815477576, 776244.5895365543 7770860.980053339, 777473.3607622068 7771361.735841727, 777760.2678372097 7770972.887381755, 778199.7090555113 7771075.618667379, 779753.5586253545 7771078.637172166, 780154.896973553 7770578.772980347, 780765.4096972393 7770784.99583403, 781107.1481862266 7770508.975435542, 780476.1178368191 7769783.151935283, 780504.1980887735 7767920.145441096, 780072.4861736547 7767778.934009911, 780237.1969879274 7767255.257462241, 779880.7890405656 7766743.840079285, 779895.0271454849 7766176.182922291, 780889.1867417492 7764969.833592355, 780584.5642270086 7764252.065874936, 780576.599785674 7764236.589884124, 780585.2898965159 7763928.200468457, 780036.4525491579 7763558.076757519, 780179.6558225809 7762972.954024729, 779852.2608654978 7762457.819192183, 779387.9820049029 7762614.727511554, 779216.7037675546 7762141.41547322, 779349.7667015956 7761526.129394657, 779798.3213162016 7761296.569986639, 779876.1273775194 7760399.314595565, 778991.8729346264 7759865.40267734, 777681.9253026855 7760050.582613731, 776952.7440494411 7759650.035810378, 776766.0317137146 7759128.43166689, 775425.0414560034 7758956.310588989, 775114.6193907415 7758455.956438774, 775627.0718617782 7757630.721651014, 775422.8800745059 7757371.294121616, 774256.7910539102 7756756.426797349, 774179.862994778 7756096.64397658, 774937.3291730058 7755680.935326787, 774917.9824638538 7755250.165315842, 773396.2817287515 7754798.844372008, 773023.6837453947 7755333.942750531, 772484.2096121428 7755381.099091603, 770589.3422084816 7751312.847550818, 770339.9351318744 7751130.5621164255, 769853.7644402457 7748988.12534363, 769868.4920374362 7747708.177254664, 769170.1073565686 7747614.473345112, 768572.9238283245 7746636.626477707, 769214.0956975436 7745325.273109532, 768756.3495980611 7744947.455503078, 769275.0383498464 7743650.436387414, 769167.2645647029 7742574.32241162, 768764.3523698857 7742117.225211725, 769104.1962789693 7741804.426900084, 769232.403392764 7740579.5285306275, 767769.6630998559 7738258.48756348, 767512.0527990095 7737938.558097558, 767120.8842579641 7737987.061910229, 766664.9982089036 7737735.22993408, 765375.0564103688 7738006.882031979, 764370.4455357584 7739261.073701685, 763444.0181776377 7739311.889621753, 761975.9595189032 7740065.9470962435, 761928.5571716712 7740897.58225872, 761774.5421239572 7741572.990325036, 761465.144542484 7741220.137916475, 760650.2142029018 7741208.649166925, 760714.5705048892 7740480.870132633, 760365.0435588814 7740177.727303831, 758032.549155133 7739600.658602379, 758143.682298179 7740424.4292525835, 757594.2094686081 7741171.922995813, 758835.0313217681 7743161.091948768, 758816.9501648085 7744124.299948439, 759533.1963025867 7745617.643895727, 758574.8335637819 7747070.710519351, 757774.5292365409 7747357.416025021, 756428.9353459091 7746802.36939932, 755098.6355433655 7747282.351538599, 755372.1498197804 7747964.780238841, 754942.5228169535 7748723.625183493, 755911.5658091662 7751251.441777455, 756800.3876904035 7751462.1181063205, 756680.3556698493 7753772.484330235, 756389.3885284152 7754057.037765605, 755258.7421919705 7754010.432059677, 754883.3049677312 7755198.901043695, 755772.9187628436 7755614.613866119, 755324.9717897505 7757087.96847293, 755653.0206109372 7757700.069407752, 756138.3901837255 7757532.165147092, 756721.2158405441 7758222.391774645, 757232.1599879626 7758043.14677085, 757925.6785837775 7758813.660104105, 758279.5744078989 7760114.012094617, 758036.0605226445 7760646.828786643, 758815.3097112355 7760990.272330012, 758579.8260169683 7761775.423771767, 759298.2077486169 7763173.730061146, 760846.5375250304 7763980.626805681, 760505.9474515783 7764748.658201743, 761627.0446855759 7765041.922787199, 761647.2816883506 7765067.407842629, 762917.3368769431 7764881.225543853, 764576.0105146475 7765181.225006279, 765207.5397477051 7765953.892340117, 766241.1204273239 7765683.008211728, 766980.077957788 7764842.301467277, 767687.7929918622 7765032.38680858, 767601.9336428632 7766156.216376791, 768564.0792021535 7767170.030285317, 768508.8872292342 7768063.4899620395, 769821.3048472875 7768537.47218392, 769399.0547185685 7769454.091959044, 769851.0244036652 7769762.131766761, 769694.9894634727 7770517.074219121, 770152.1360877845 7770958.9194904575, 771786.0948520275 7771201.897294527, 772428.0200743093 7772628.399149198, 773438.0397806615 7772968.813828135, 773465.6924697373 7772970.668326689, 773522.5230024463 7772970.324906032, 773609.6279131914 7772969.711170774, 775164.2904914494 7772572.1328712795, 775002.320859076 7771717.815477576))",472.0495983308752
Acaiaca,mineiro,16247.06,3909,"POLYGON ((696872.184537014 7747792.051675151, 697305.6395026259 7747141.695990471, 698799.9575464249 7747687.972729828, 699622.128173694 7747196.710894436, 700703.8713518926 7746820.14031285, 702355.9726014092 7744445.49680187, 702350.5278553512 7743984.085015079, 702968.862673688 7743597.000393201, 702839.7943190713 7743112.784062134, 703165.3684447049 7742749.20875161, 704513.554103745 7742241.899591466, 705099.4610838181 7741542.922081711, 706170.0999375096 7741881.597234036, 706130.9894455206 7740712.592736261, 705576.1412265578 7740210.814029677, 704825.6805460153 7737584.410111454, 703724.474391361 7736861.610126847, 703147.7860798304 7736900.520188788, 703225.4400374393 7737376.864053598, 702603.840356264 7737735.103869559, 702785.7229127665 7738187.098595118, 701282.486761829 7739262.820290801, 700583.2941319342 7739503.853491418, 698561.7201990773 7738865.727326599, 697322.2615442855 7738012.265253486, 695594.419672474 7737719.324452121, 695861.7103599244 7739452.315101855, 695837.525941856 7739795.4784550145, 694247.9215734962 7740414.022656406, 693804.171993224 7741976.477485664, 691099.592090684 7743123.868744126, 691439.6999403251 7744454.479239911, 692121.6679768511 7744793.622270852, 692773.818298924 7745786.203713087, 691645.747859969 7746509.538918695, 691607.4281617067 7747267.946424212, 692190.3162395934 7747783.333165124, 692045.0239806989 7748200.475257242, 692607.6910038767 7748545.8688220205, 692405.5870440863 7749229.514047829, 694871.8309424471 7749706.443941389, 695259.3213483442 7748134.752454542, 695816.5762752957 7747780.561281841, 696872.184537014 7747792.051675151))",100.7239957291487
Açucena,mineiro,17888.2,8943,"POLYGON ((775332.2084744844 7905556.756274004, 775804.6551345765 7905247.513864387, 776368.7573860278 7905528.486609749, 777778.7460684172 7905369.692995003, 777471.0085049099 7903951.868049588, 778404.5930935415 7901500.96860259, 779753.3263859688 7901401.705096707, 779718.2838258883 7900845.332554463, 781145.9574026273 7900956.859646265, 782089.519378796 7899706.477517359, 782172.5448041316 7898767.834716855, 782639.4187317472 7898457.439352915, 783038.135923257 7898724.099846165, 782730.6907650363 7899485.2192655, 783294.1313504544 7900143.347272607, 783096.1039120452 7900511.026905987, 783420.3788765122 7901345.4459343925, 784242.8887958308 7901342.291649582, 784319.9224903139 7900981.567256665, 785051.3842441606 7900954.898718851, 785025.9362833943 7900651.9124556305, 785221.8763716127 7900855.123139745, 785422.2076414339 7900319.604896552, 786362.636225935 7900365.026247774, 786679.0434560276 7900023.436678684, 787451.0597092878 7899237.567523083, 787982.6567677278 7899301.553231609, 789483.9853069831 7899850.211995425, 789119.3136239772 7898268.603934344, 789920.5176083818 7897644.935020806, 791019.7181698398 7897928.61483616, 792135.0238238433 7897382.502318673, 792053.3044798657 7897784.421686312, 792756.0695598465 7897792.157020942, 793876.6775889611 7898591.504297124, 794161.8722223286 7896456.175502173, 791877.7000109171 7894039.143560126, 791394.6250805762 7894765.159295237, 790496.2413719974 7894971.892894333, 788820.8888464218 7893400.523951555, 788736.3302988822 7892502.507927781, 787333.8763481518 7891690.643474847, 786433.8806382641 7890024.600441951, 785977.4595289753 7889457.200066967, 784201.7168032568 7887416.568359654, 780688.8827824148 7887785.00123308, 779865.5309444627 7887355.4680527225, 779485.6337592732 7886632.147601327, 778256.6041637494 7886397.028967037, 778282.9913834978 7885512.500769452, 778577.4077534296 7884363.370664076, 778035.280202311 7882600.00226263, 778457.0574671357 7881677.718111746, 778341.7099041101 7880591.781496234, 776952.0733316385 7880020.9283904815, 776175.3017707567 7878884.105025457, 775321.4330660369 7878870.48718309, 774592.1090487898 7878203.160636389, 773043.7668125401 7878124.703314824, 773693.1703632595 7877305.025848993, 773382.4981123076 7876464.866521408, 776288.3631329236 7872697.91593036, 775663.337931176 7872596.190172885, 774841.7757549048 7872850.379301846, 774510.0106146277 7873501.37897893, 773348.555485531 7873623.611675288, 772658.5184564879 7874385.809550209, 772701.0167415242 7875495.791649166, 772091.1895015013 7876333.890089568, 770828.1211769371 7876312.154164856, 770043.3486479152 7876696.77534583, 769468.883034925 7877896.708170272, 768738.5576002869 7878313.332234681, 767787.057007636 7877969.097788408, 766509.4042544712 7879426.656569425, 765491.6470706209 7878773.573416568, 764832.0063653728 7880101.79129903, 763885.7015068388 7879754.179937206, 761595.6154087975 7880171.95427949, 760994.2450111823 7879967.5621912945, 760781.1902938007 7879741.513172753, 759591.1352971417 7879354.694522971, 757036.0234711255 7879495.652729252, 755551.0069470557 7878938.307085051, 754904.5409593539 7879295.022921847, 754012.2307916363 7881265.319625841, 752484.363758745 7882593.45845837, 751726.2603588228 7882549.747706575, 751619.1326371215 7883163.629381269, 750787.1917332856 7884406.164448906, 750032.2357559835 7884392.46272786, 749201.7949700659 7883940.9872320555, 748282.5589794654 7884264.884907235, 746769.6914616957 7883558.515897969, 745940.4138667784 7883665.864162463, 746042.2854944334 7886241.242365304, 745736.8566066653 7886765.594779175, 746873.2916392691 7888632.749117697, 747677.9761878675 7888704.791363157, 747887.999023037 7889498.75227494, 749298.6025721161 7889818.638841562, 749798.8516293743 7890302.724005204, 749893.4675578602 7890270.861134851, 750920.1125601513 7891804.75937788, 751958.2399522534 7892041.682286623, 753004.788680417 7891741.948101319, 754085.1157063316 7893619.881208236, 753812.5916534229 7894997.813432325, 751516.8728592262 7896116.295683956, 750727.516579149 7897888.805131521, 750972.7216766116 7898531.262792193, 751670.4874294957 7899501.933866721, 751448.0975100235 7900297.655010698, 752947.9101420459 7900177.947056336, 753156.6037148649 7901598.567129521, 753730.645597892 7901852.112682324, 754981.7366010633 7901925.904282214, 755400.7057000587 7901497.780299366, 758420.9650354383 7901708.031919083, 758851.7515385066 7902570.777339138, 759164.6656842898 7902720.021972475, 760444.44556271 7903476.209722744, 761227.5363645852 7903154.547988562, 761768.3647662387 7902215.48218903, 764354.6634259061 7903765.571468828, 764566.2678692372 7904259.898520314, 764871.3944362679 7904130.478234943, 764026.8232627462 7901929.00854014, 764652.2543463998 7901464.732065495, 767285.2533951391 7902825.4301080415, 768208.505042631 7903917.1594355395, 769059.3541436301 7904045.943933772, 770457.5173806313 7903534.2235028185, 773577.6496962708 7905297.1602947125, 774320.1674642961 7905005.5890466925, 774809.0998721943 7905196.173994172, 775332.2084744844 7905556.756274004))",812.8756269999188
